claim_id,claim,gold_doc_labels,gold_label_group,best_gold_rank_within_top10,retrieved_top10,predicted_top10_labels,status@3,retrieved_gold_docs@3,correct_gold_docs@3,status@5,retrieved_gold_docs@5,correct_gold_docs@5,status@10,retrieved_gold_docs@10,correct_gold_docs@10
845,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,"{""17741440"": ""SUPPORTS""}",SUPPORTS,10,"[2236768, 29399239, 9878167, 36089763, 1800734, 3330111, 43054703, 20608982, 11328820, 17741440]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""SUPPORTS""]",retrieval_miss,[],[],retrieval_miss,[],[],success,[17741440],[17741440]
847,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,"{""16787954"": ""REFUTES""}",REFUTES,1,"[16787954, 341324, 4424888, 11254040, 21479231, 33835579, 4246523, 6491532, 31363207, 5284188]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[16787954],[16787954],success,[16787954],[16787954],success,[16787954],[16787954]
852,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,"{""13843341"": ""REFUTES""}",REFUTES,3,"[8190282, 474325, 13843341, 40867854, 25098790, 38735355, 14361849, 12145359, 26611094, 9658390]","[""REFUTES"", ""NOINFO"", ""REFUTES"", ""REFUTES"", ""NOINFO"", ""REFUTES"", ""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[13843341],[13843341],success,[13843341],[13843341],success,[13843341],[13843341]
859,Normal expression of RUNX1 has tumor-promoting effects.,"{""1982286"": ""REFUTES""}",REFUTES,4,"[22049489, 9076196, 12315072, 1982286, 46617075, 25576204, 11615422, 57783564, 8385277, 825728]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],stance_error,[1982286],[],stance_error,[1982286],[]
873,Obesity is determined solely by environmental factors.,"{""1180972"": ""REFUTES"", ""3315558"": ""REFUTES"", ""19307912"": ""REFUTES"", ""27393799"": ""REFUTES"", ""29025270"": ""REFUTES""}",REFUTES,3,"[41310252, 4345757, 3315558, 4353857, 27686445, 21641088, 6290112, 6042706, 27393799, 29025270]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[3315558],[],stance_error,[3315558],[],stance_error,"[3315558, 27393799, 29025270]",[]
879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,"{""8426046"": ""REFUTES""}",REFUTES,1,"[8426046, 40721190, 21330280, 45143088, 26112624, 8126244, 6670101, 11484808, 35448676, 20725212]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[8426046],[],stance_error,[8426046],[],stance_error,[8426046],[]
880,Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs,"{""8426046"": ""SUPPORTS""}",SUPPORTS,2,"[20725212, 8426046, 18467982, 6670101, 26112624, 5702790, 45143088, 40721190, 12642224, 22623275]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[8426046],[],stance_error,[8426046],[],stance_error,[8426046],[]
882,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.,"{""14803797"": ""REFUTES""}",REFUTES,1,"[14803797, 6793674, 6327940, 12709184, 4463811, 44624045, 29460384, 33684572, 168265642, 31070360]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[14803797],[14803797],success,[14803797],[14803797],success,[14803797],[14803797]
903,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,"{""10648422"": ""REFUTES""}",REFUTES,1,"[10648422, 7343711, 5752492, 34469966, 36444198, 14938990, 14492339, 21498497, 9334631, 26068103]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[10648422],[10648422],success,[10648422],[10648422],success,[10648422],[10648422]
904,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,"{""7370282"": ""SUPPORTS""}",SUPPORTS,1,"[7370282, 3720107, 3506723, 2177022, 8997410, 34735369, 20313748, 32194449, 5700349, 2576811]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[7370282],[7370282],success,[7370282],[7370282],success,[7370282],[7370282]
911,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,"{""11254556"": ""SUPPORTS""}",SUPPORTS,2,"[10666475, 11254556, 19843244, 19529370, 32927401, 1275505, 16208091, 6625693, 58006489, 12130690]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[11254556],[11254556],success,[11254556],[11254556],success,[11254556],[11254556]
921,Participating in six months of physical activity improves cognitive functioning.,"{""1642727"": ""SUPPORTS""}",SUPPORTS,1,"[1642727, 2424794, 50670403, 17691617, 12205576, 2028532, 2575938, 13083189, 13230773, 6647414]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[1642727],[1642727],success,[1642727],[1642727],success,[1642727],[1642727]
922,Patients in stable partnerships have a faster progression from HIV to AIDS.,"{""17077004"": ""REFUTES""}",REFUTES,1,"[17077004, 74701974, 46353045, 57121667, 14319754, 374902, 22227889, 5548081, 11230569, 5735492]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[17077004],[],stance_error,[17077004],[],stance_error,[17077004],[]
936,Peroxynitrite is required for nitration of TCR/CD8.,"{""5483793"": ""SUPPORTS""}",SUPPORTS,2,"[23100962, 5483793, 3986403, 38805486, 22995164, 22059387, 18348376, 25488034, 13823200, 10993232]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[5483793],[5483793],success,[5483793],[5483793],success,[5483793],[5483793]
957,Podocytes are motile and migrate in the presence of injury.,"{""123859"": ""SUPPORTS""}",SUPPORTS,4,"[13492264, 16280642, 38485364, 123859, 2121272, 22241778, 17934082, 40667577, 21369472, 3770726]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],success,[123859],[123859],success,[123859],[123859]
960,Polymeal nutrition reduces cardiovascular mortality.,"{""8780599"": ""SUPPORTS""}",SUPPORTS,1,"[8780599, 25974070, 70704988, 12709184, 44624045, 24273592, 29735200, 35495268, 14803797, 1365188]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[8780599],[8780599],success,[8780599],[8780599],success,[8780599],[8780599]
967,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,"{""8997410"": ""SUPPORTS""}",SUPPORTS,1,"[8997410, 4530659, 22767022, 9185195, 32372280, 2119889, 17708753, 25089501, 15365719, 23260700]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[8997410],[8997410],success,[8997410],[8997410],success,[8997410],[8997410]
971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,"{""9764256"": ""SUPPORTS"", ""27873158"": ""SUPPORTS"", ""28617573"": ""SUPPORTS"", ""46695481"": ""SUPPORTS""}",SUPPORTS,2,"[6561200, 27873158, 9764256, 27446873, 28617573, 7650066, 829646, 76415938, 19140422, 46695481]","[""NOINFO"", ""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", ""NOINFO"", ""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS""]",success,"[27873158, 9764256]","[27873158, 9764256]",success,"[27873158, 9764256, 28617573]","[27873158, 9764256, 28617573]",success,"[27873158, 9764256, 28617573, 46695481]","[27873158, 9764256, 28617573, 46695481]"
982,Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.,"{""2988714"": ""SUPPORTS""}",SUPPORTS,1,"[2988714, 6422576, 44947611, 29557235, 86231298, 19149247, 3845894, 21948782, 20935673, 7142113]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[2988714],[2988714],success,[2988714],[2988714],success,[2988714],[2988714]
985,Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.,"{""6828370"": ""SUPPORTS""}",SUPPORTS,1,"[6828370, 16346504, 16364639, 2619579, 8006440, 12652963, 13290521, 24294572, 10024681, 32556431]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[6828370],[6828370],success,[6828370],[6828370],success,[6828370],[6828370]
993,Pyridostatin destabilizes the G - quadruplex in the telomeric region.,"{""16472469"": ""REFUTES""}",REFUTES,1,"[16472469, 26118532, 1226452, 2758012, 4319844, 7468449, 25787749, 25842866, 24351680, 4429668]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[16472469],[],stance_error,[16472469],[],stance_error,[16472469],[]
1012,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,"{""9745001"": ""SUPPORTS""}",SUPPORTS,1,"[9745001, 6751418, 43122426, 37912677, 26026009, 18414462, 26409363, 40667066, 21551568, 25452937]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[9745001],[9745001],success,[9745001],[9745001],success,[9745001],[9745001]
1019,Rapid phosphotransfer rates govern fidelity in two component systems,"{""11603066"": ""SUPPORTS""}",SUPPORTS,0,"[12370190, 196664003, 21578627, 9724974, 10607877, 3155374, 8386609, 31844040, 18568804, 1225513]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
1020,Rapid up-regulation and higher basal expression of interferon-induced genes increase survival of granule cell neurons that are infected by West Nile virus.,"{""9433958"": ""SUPPORTS""}",SUPPORTS,2,"[10559501, 9433958, 26731863, 2947124, 5137019, 37727521, 12885341, 7820043, 34287602, 9539248]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[9433958],[],stance_error,[9433958],[],stance_error,[9433958],[]
1021,Rapid up-regulation and higher basal expression of interferon-induced genes reduce survival of granule cell neurons that are infected by West Nile virus.,"{""9433958"": ""REFUTES""}",REFUTES,2,"[10559501, 9433958, 26731863, 2947124, 12885341, 37727521, 5137019, 34287602, 7820043, 9539248]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[9433958],[],stance_error,[9433958],[],stance_error,[9433958],[]
1024,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,"{""5373138"": ""SUPPORTS""}",SUPPORTS,0,"[8494570, 26672703, 2762601, 14530534, 6532806, 4457160, 7468449, 36713289, 7211056, 14019636]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,"{""11899391"": ""REFUTES"", ""13923140"": ""REFUTES"", ""13940200"": ""REFUTES""}",REFUTES,1,"[11899391, 5567005, 13940200, 2388819, 8325952, 13923140, 36642096, 38502066, 41120293, 42873134]","[""SUPPORTS"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,"[11899391, 13940200]",[],stance_error,"[11899391, 13940200]",[],stance_error,"[11899391, 13940200, 13923140]",[]
1041,Replacement of histone H2A with H2A.Z slows gene activation in yeasts by stabilizing +1 nucleosomes.,"{""25254425"": ""REFUTES""}",REFUTES,0,"[9451052, 18694784, 15778034, 2817000, 16626264, 406733, 9881829, 43156471, 11844791, 18038955]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
1049,Ribosomopathies have a low degree of cell and tissue specific pathology.,"{""12486491"": ""REFUTES""}",REFUTES,0,"[8925851, 6670101, 24737389, 26112624, 7487927, 22482024, 18467982, 26495128, 20725212, 36904081]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
1062,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,"{""20381484"": ""SUPPORTS""}",SUPPORTS,1,"[20381484, 25748308, 15215393, 32638085, 32985041, 17919731, 2831620, 665817, 502591, 8267678]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[20381484],[20381484],success,[20381484],[20381484],success,[20381484],[20381484]
1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"{""39281140"": ""SUPPORTS""}",SUPPORTS,1,"[39281140, 3981244, 22057077, 6112053, 8520041, 12039953, 13883546, 25440070, 5551138, 5691302]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[39281140],[39281140],success,[39281140],[39281140],success,[39281140],[39281140]
1088,Silencing of Bcl2 is important for the maintenance and progression of tumors.,"{""37549932"": ""REFUTES""}",REFUTES,2,"[4323425, 37549932, 11900630, 16550075, 34439544, 8496132, 39381118, 6121555, 33638477, 30580263]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[37549932],[],stance_error,[37549932],[],stance_error,[37549932],[]
1089,Smc5/6 engagment drives the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,"{""17628888"": ""SUPPORTS""}",SUPPORTS,1,"[17628888, 21948782, 7915836, 23577014, 5436081, 86231298, 41620295, 11291348, 23513818, 4658268]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[17628888],[17628888],success,[17628888],[17628888],success,[17628888],[17628888]
1104,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,"{""3898784"": ""SUPPORTS""}",SUPPORTS,1,"[3898784, 32328114, 4910408, 34338075, 16760369, 6158879, 14973286, 7454794, 44827480, 20554003]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[3898784],[],stance_error,[3898784],[],stance_error,[3898784],[]
1107,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,"{""20532591"": ""SUPPORTS""}",SUPPORTS,3,"[29381091, 14865329, 20532591, 13000926, 970012, 32955023, 4854076, 19205437, 26902591, 4319174]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[20532591],[20532591],success,[20532591],[20532591],success,[20532591],[20532591]
1110,Suboptimal nutrition is not predictive of chronic disease,"{""13770184"": ""REFUTES""}",REFUTES,0,"[70704988, 36558211, 21993510, 24273592, 8529693, 21623140, 1606628, 44624045, 2295434, 12709184]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
1121,Synaptic activity enhances local release of brain derived neurotrophic factor from postsynaptic dendrites.,"{""4456756"": ""SUPPORTS""}",SUPPORTS,1,"[4456756, 19571273, 24652030, 23076291, 13458119, 23535770, 29745822, 2437807, 306311, 15590539]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[4456756],[4456756],success,[4456756],[4456756],success,[4456756],[4456756]
1130,T regulatory cells (tTregs) lacking αvβ8 are more adept at suppressing pathogenic T-cell responses during active inflammation.,"{""17997584"": ""REFUTES""}",REFUTES,1,"[17997584, 38502066, 22210434, 1550937, 14644164, 29015485, 51952430, 10359591, 7399084, 4418070]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[17997584],[],stance_error,[17997584],[],stance_error,[17997584],[]
1132,TCR/CD3 microdomains are a required to induce the immunologic synapse to activate T cells.,"{""33499189"": ""SUPPORTS""}",SUPPORTS,6,"[2714623, 15972906, 18834078, 6961811, 21746539, 33499189, 34905328, 8903143, 5914739, 994800]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],success,[33499189],[33499189]
1137,TNFAIP3 is a tumor suppressor in glioblastoma.,"{""33370"": ""REFUTES""}",REFUTES,1,"[33370, 38355793, 21692235, 6363093, 7898952, 37686718, 41293601, 1836154, 470625, 5123516]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[33370],[33370],success,[33370],[33370],success,[33370],[33370]
1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,"{""12009265"": ""REFUTES""}",REFUTES,1,"[12009265, 24581365, 4500832, 32766786, 308862, 8659426, 25121903, 22267225, 15648443, 52188256]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[12009265],[],stance_error,[12009265],[],stance_error,[12009265],[]
1144,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,"{""10071552"": ""REFUTES""}",REFUTES,1,"[10071552, 9822397, 6207111, 1974176, 3770750, 24704139, 12224536, 8708082, 11201004, 39368721]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[10071552],[10071552],success,[10071552],[10071552],success,[10071552],[10071552]
1146,Teaching hospitals do not provide better care than non-teaching hospitals.,"{""13906581"": ""SUPPORTS""}",SUPPORTS,1,"[13906581, 21377587, 21323587, 10577574, 15983982, 40905302, 12258338, 43855756, 13843341, 3610080]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[13906581],[],stance_error,[13906581],[],stance_error,[13906581],[]
1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,"{""11369420"": ""SUPPORTS""}",SUPPORTS,2,"[25832301, 11369420, 9460704, 2359152, 9478135, 8385277, 10795340, 4889228, 3391547, 3321943]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[11369420],[11369420],success,[11369420],[11369420],success,[11369420],[11369420]
1163,The DdrB protein from Deinococcus radiodurans is an alternative SSB.,"{""15305881"": ""SUPPORTS""}",SUPPORTS,1,"[15305881, 17939443, 799586, 8721150, 36233757, 8065561, 13915464, 17416520, 37768883, 25373397]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[15305881],[15305881],success,[15305881],[15305881],success,[15305881],[15305881]
1180,The PRR MDA5 is a sensor of RNA virus infection.,"{""31272411"": ""SUPPORTS""}",SUPPORTS,4,"[44366096, 2566674, 24221369, 31272411, 15419873, 10627801, 9433958, 32556431, 16058322, 1970884]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],stance_error,[31272411],[],stance_error,[31272411],[]
1185,The US health care system can save up to $750 million if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,"{""16737210"": ""SUPPORTS""}",SUPPORTS,4,"[21203899, 21859699, 41774099, 16737210, 7034001, 31942055, 15670968, 10582939, 202259, 70439309]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],stance_error,[16737210],[],stance_error,[16737210],[]
1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,"{""52873726"": ""SUPPORTS""}",SUPPORTS,2,"[12737132, 52873726, 17240457, 4418582, 36310858, 20935673, 25901598, 42314147, 42865134, 19966976]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[52873726],[52873726],success,[52873726],[52873726],success,[52873726],[52873726]
1202,The center of the granuloma in an immune cell induces a pro-inflammatory immune response.,"{""3475317"": ""SUPPORTS""}",SUPPORTS,9,"[24707550, 4389252, 188911, 34615397, 9705208, 24315156, 6163801, 1933281, 3475317, 22406695]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],success,[3475317],[3475317]
1216,The extracellular domain of TMEM27 is cleaved in human beta cells.,"{""24142891"": ""SUPPORTS""}",SUPPORTS,1,"[24142891, 19756935, 8903143, 13868795, 19708993, 4311206, 38844612, 2825380, 19561411, 14767844]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[24142891],[24142891],success,[24142891],[24142891],success,[24142891],[24142891]
1221,The genomic aberrations found in matasteses are very similar to those found in the primary tumor.,"{""19736671"": ""REFUTES""}",REFUTES,0,"[3360428, 14717213, 4407318, 9038803, 39758684, 26182390, 11271123, 6812319, 8427306, 4364884]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
1225,The locus rs647161 is associated with colorectal carcinoma.,"{""9650982"": ""SUPPORTS""}",SUPPORTS,1,"[9650982, 6078882, 24190159, 16806763, 14729253, 42836872, 3590806, 42731834, 3360428, 31591262]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[9650982],[9650982],success,[9650982],[9650982],success,[9650982],[9650982]
1232,The minor G allele of FOXO3 is related to more severe symptoms of Crohn's Disease.,"{""13905670"": ""REFUTES""}",REFUTES,1,"[13905670, 1265945, 5922085, 24783597, 2844490, 4427060, 9244474, 19497526, 25571386, 16119973]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[13905670],[],stance_error,[13905670],[],stance_error,[13905670],[]
1241,The myocardial lineage develops from cardiac progenitors of mesodermal origin.,"{""4427392"": ""SUPPORTS""}",SUPPORTS,5,"[25858295, 4932668, 2828460, 14060030, 4427392, 23716150, 6148876, 106301, 2973910, 6729465]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],success,[4427392],[4427392],success,[4427392],[4427392]
1259,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,"{""24341590"": ""SUPPORTS""}",SUPPORTS,2,"[13069283, 24341590, 12438901, 5855168, 18340282, 2015126, 20454006, 17088791, 20886584, 27240667]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[24341590],[24341590],success,[24341590],[24341590],success,[24341590],[24341590]
